,id,name_En,color_hist
49,15347,giant white arum lily,"[5.6000e+01 4.4000e+01 3.6000e+01 8.0000e+01 2.0600e+02 6.0400e+02
 1.6299e+04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.9000e+01
 6.9200e+02 0.0000e+00 3.6000e+01 1.5500e+02 3.9300e+02 5.0000e+00
 3.5000e+01 1.4010e+03 1.0600e+02 2.0000e+01 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.7190e+03 1.9000e+01
 5.6000e+01 3.4000e+01 8.2000e+01 1.3300e+02 3.1100e+02 8.0180e+03
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.0000e+00 1.3800e+03
 0.0000e+00 6.2500e+02 7.9000e+01 4.0900e+02 1.1000e+01 6.5000e+01
 1.4920e+03 1.7000e+01 1.7000e+01 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 6.3900e+02 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.6750e+03 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 6.0000e+00 3.9000e+01 8.4000e+01
 2.0500e+02 6.0000e+01 8.7000e+01 1.1400e+02 2.3000e+01 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00]"
50,15561,giant white arum lily,"[1.4000e+01 1.8000e+01 3.5000e+01 5.6000e+01 1.0000e+02 1.7100e+02
 1.7382e+04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 2.2860e+03 5.0000e+01 1.2760e+03 3.5000e+01 2.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0380e+03 5.0000e+00
 3.0000e+00 1.5000e+01 5.2000e+01 1.3700e+02 2.5100e+02 1.0947e+04
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.2000e+01
 0.0000e+00 2.8000e+01 4.1000e+01 6.2000e+01 4.8000e+01 5.8000e+01
 1.0450e+03 2.9000e+01 1.0390e+03 2.1000e+01 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 5.2600e+02 1.0000e+00 1.0000e+00
 3.0000e+00 4.3000e+01 1.0000e+02 2.0600e+02 3.0090e+03 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.8000e+01 0.0000e+00
 1.7000e+01 2.4500e+02 3.7000e+01 3.7200e+02 2.2000e+01 1.7000e+02
 4.0000e+00 2.3000e+02 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00]"
51,15638,giant white arum lily,"[5.0300e+02 8.5700e+02 9.9000e+02 4.7000e+02 1.8400e+02 1.3100e+02
 1.5825e+04 2.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.4000e+01
 2.0000e+00 0.0000e+00 0.0000e+00 8.1000e+01 1.2000e+01 1.0000e+00
 1.0000e+00 5.7900e+02 2.2000e+01 9.9000e+01 6.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.3830e+03 1.6400e+02
 7.2000e+01 6.3000e+01 7.1000e+01 8.4000e+01 1.7200e+02 1.0704e+04
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.1000e+01 1.4300e+02
 1.2000e+01 1.2800e+02 1.7500e+02 2.2500e+02 6.6000e+01 3.0000e+01
 2.3500e+02 1.5000e+01 7.1000e+01 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 6.5000e+02 1.1000e+01 3.0000e+00
 1.1000e+01 1.0000e+01 4.2000e+01 8.9000e+01 3.8060e+03 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 3.4000e+01 1.7000e+01 2.3000e+01
 8.0000e+00 5.0000e+01 6.6000e+01 1.0000e+01 7.0000e+00 2.7000e+01
 3.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00]"
52,9321,giant white arum lily,"[7.4000e+01 7.9000e+01 8.9000e+01 1.4200e+02 1.5400e+02 1.0260e+03
 1.4833e+04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 3.1500e+02 2.0000e+00 8.7000e+01
 0.0000e+00 1.3010e+03 3.2000e+01 5.1400e+02 2.0000e+01 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.5040e+03 9.0000e+00
 1.4000e+01 5.1000e+01 3.1000e+01 7.2000e+01 2.1400e+03 9.3530e+03
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.4000e+01 1.9700e+02
 0.0000e+00 6.0000e+00 1.0000e+01 2.1200e+02 0.0000e+00 8.0000e+00
 6.7400e+02 8.0000e+00 8.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 7.4300e+02 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 1.0000e+00 1.2000e+03 2.2680e+03 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 9.0000e+00 2.6200e+02 1.9000e+01
 1.8800e+02 0.0000e+00 3.1500e+02 0.0000e+00 3.1000e+01 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00]"
53,12805,globe thistle,"[2.360e+02 2.860e+02 3.610e+02 4.450e+02 5.360e+02 6.170e+02 2.272e+03
 6.200e+02 9.600e+01 2.600e+01 4.000e+00 2.570e+02 1.230e+02 7.500e+01
 0.000e+00 9.700e+01 7.000e+00 1.200e+01 1.000e+00 8.300e+02 4.400e+01
 6.810e+02 9.000e+00 1.470e+02 1.000e+00 4.000e+00 0.000e+00 4.176e+03
 1.928e+03 9.100e+01 8.300e+01 2.090e+02 1.800e+01 9.000e+00 2.509e+03
 1.000e+02 1.470e+02 2.220e+02 2.450e+02 3.020e+02 2.800e+02 7.140e+02
 3.890e+02 4.500e+01 4.300e+01 1.000e+00 1.760e+02 5.000e+01 1.800e+01
 2.000e+00 1.700e+01 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.915e+03
 1.333e+03 1.640e+02 5.300e+01 3.350e+02 4.000e+00 1.700e+01 9.650e+02
 6.000e+00 1.000e+01 4.200e+01 8.500e+01 6.700e+01 8.500e+01 3.060e+02
 7.900e+01 3.000e+00 4.000e+00 0.000e+00 8.000e+00 1.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.860e+02
 5.030e+02 4.100e+01 2.000e+01 9.600e+01 1.000e+00 3.000e+00 0.000e+00]"
54,13105,globe thistle,"[2.460e+02 3.280e+02 4.360e+02 7.360e+02 9.940e+02 1.342e+03 7.291e+03
 7.000e+00 0.000e+00 0.000e+00 0.000e+00 5.200e+01 1.000e+00 0.000e+00
 0.000e+00 2.680e+02 1.900e+01 2.400e+01 0.000e+00 1.597e+03 6.500e+01
 3.330e+02 1.000e+00 2.000e+00 0.000e+00 1.000e+00 0.000e+00 1.697e+03
 6.190e+02 7.000e+01 1.150e+02 4.400e+01 0.000e+00 2.000e+00 2.570e+03
 9.380e+02 5.190e+02 4.300e+02 4.630e+02 5.560e+02 5.420e+02 6.280e+02
 5.000e+00 1.000e+00 1.000e+00 0.000e+00 1.500e+01 1.000e+00 0.000e+00
 0.000e+00 9.000e+00 1.000e+00 1.000e+00 0.000e+00 6.600e+01 2.000e+00
 2.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 2.388e+03
 1.230e+02 9.700e+01 1.700e+01 5.500e+01 1.000e+00 8.000e+00 9.520e+02
 2.280e+02 2.440e+02 2.790e+02 1.890e+02 1.400e+02 8.700e+01 9.400e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 4.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.380e+02
 1.900e+01 3.800e+01 0.000e+00 1.300e+01 0.000e+00 0.000e+00 0.000e+00]"
55,13508,globe thistle,"[1.010e+02 1.150e+02 3.600e+01 3.300e+01 5.500e+01 7.600e+01 1.260e+02
 9.500e+01 1.000e+00 0.000e+00 0.000e+00 1.040e+02 0.000e+00 0.000e+00
 0.000e+00 9.000e+00 0.000e+00 0.000e+00 0.000e+00 2.840e+02 0.000e+00
 1.000e+00 0.000e+00 3.730e+02 4.000e+00 6.000e+00 0.000e+00 6.965e+03
 9.020e+02 2.108e+03 8.800e+01 4.000e+00 0.000e+00 0.000e+00 2.712e+03
 3.000e+00 8.000e+00 1.200e+01 1.700e+01 3.400e+01 7.000e+01 1.630e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.303e+03
 5.040e+02 9.720e+02 4.300e+01 0.000e+00 0.000e+00 0.000e+00 8.250e+02
 1.000e+00 2.000e+00 4.000e+00 1.400e+01 1.600e+01 2.400e+01 7.900e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.485e+03
 1.890e+02 2.110e+02 1.800e+01 0.000e+00 0.000e+00 0.000e+00 0.000e+00]"
56,13713,globe thistle,"[3.680e+02 4.420e+02 6.210e+02 9.050e+02 1.270e+03 1.357e+03 2.484e+03
 7.900e+01 1.000e+01 7.000e+00 1.000e+00 4.180e+02 2.000e+01 1.000e+01
 1.000e+00 1.048e+03 1.500e+01 9.600e+01 1.000e+00 1.423e+03 2.500e+01
 1.994e+03 8.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.020e+02
 5.000e+00 2.300e+01 1.000e+00 3.800e+01 2.000e+00 7.000e+00 2.096e+03
 5.470e+02 7.280e+02 8.580e+02 9.370e+02 8.430e+02 5.470e+02 3.300e+02
 1.000e+00 0.000e+00 1.000e+00 0.000e+00 1.350e+02 0.000e+00 1.400e+01
 0.000e+00 6.760e+02 1.800e+01 3.100e+01 0.000e+00 4.000e+02 1.500e+01
 8.600e+01 1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.790e+02
 2.900e+01 2.600e+01 3.000e+00 2.500e+01 1.000e+00 3.000e+00 7.980e+02
 1.620e+02 2.020e+02 1.740e+02 1.910e+02 2.120e+02 2.190e+02 2.060e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.700e+01 0.000e+00 2.000e+00 0.000e+00 3.300e+01 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.630e+02
 1.800e+01 8.000e+00 4.000e+00 2.000e+00 0.000e+00 0.000e+00 0.000e+00]"
57,14108,globe thistle,"[8.700e+01 1.460e+02 1.050e+02 2.600e+01 1.800e+01 3.000e+00 1.800e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 9.300e+01 0.000e+00 3.000e+00 0.000e+00 2.300e+02 5.000e+00
 1.500e+01 2.000e+00 5.700e+01 1.000e+00 5.000e+00 0.000e+00 6.498e+03
 5.796e+03 9.710e+02 7.000e+00 0.000e+00 0.000e+00 0.000e+00 2.568e+03
 5.000e+00 0.000e+00 2.000e+00 0.000e+00 3.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 2.000e+00 0.000e+00 0.000e+00 0.000e+00 2.116e+03
 2.126e+03 2.790e+03 5.800e+01 0.000e+00 0.000e+00 0.000e+00 1.194e+03
 0.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00 1.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.810e+02
 4.500e+02 6.500e+02 2.200e+01 0.000e+00 0.000e+00 0.000e+00 0.000e+00]"
58,14199,globe thistle,"[3.620e+02 6.130e+02 7.860e+02 8.400e+02 6.430e+02 5.760e+02 4.242e+03
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 8.000e+01 2.400e+01 3.000e+00 3.000e+00 1.187e+03 3.300e+01
 3.200e+01 0.000e+00 1.890e+02 7.000e+00 1.000e+01 0.000e+00 8.824e+03
 7.740e+02 6.100e+02 2.200e+01 0.000e+00 0.000e+00 0.000e+00 1.926e+03
 1.860e+02 1.530e+02 1.110e+02 9.400e+01 8.400e+01 6.300e+01 7.666e+03
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.670e+02 9.000e+00
 4.900e+01 2.000e+00 1.190e+02 7.000e+00 6.000e+00 0.000e+00 2.635e+03
 2.430e+02 2.350e+02 9.000e+00 0.000e+00 0.000e+00 0.000e+00 5.530e+02
 2.200e+01 1.100e+01 1.300e+01 1.300e+01 9.000e+00 7.000e+00 3.818e+03
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.600e+01 3.000e+00
 0.000e+00 0.000e+00 1.100e+01 0.000e+00 0.000e+00 0.000e+00 2.290e+02
 4.200e+01 2.500e+01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00]"
59,14705,globe thistle,"[1.150e+02 2.300e+02 2.180e+02 2.670e+02 2.570e+02 2.090e+02 1.510e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.700e+01 1.000e+00 3.500e+01
 3.000e+00 6.290e+02 1.150e+02 8.000e+01 1.000e+00 5.460e+02 3.000e+00
 1.168e+03 1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.728e+03
 8.690e+02 8.300e+01 2.500e+01 2.000e+00 0.000e+00 0.000e+00 1.681e+03
 1.070e+02 2.000e+02 1.640e+02 1.660e+02 1.040e+02 1.050e+02 1.200e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.000e+00 0.000e+00 0.000e+00
 0.000e+00 1.990e+02 3.000e+00 5.000e+00 0.000e+00 1.810e+02 2.000e+00
 6.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.434e+03
 8.270e+02 8.600e+01 2.200e+01 0.000e+00 0.000e+00 0.000e+00 7.080e+02
 2.300e+01 1.600e+01 1.200e+01 1.200e+01 3.000e+01 2.900e+01 3.500e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 9.690e+02
 2.590e+02 1.500e+01 3.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00]"
60,15154,globe thistle,"[2.720e+02 5.750e+02 8.710e+02 1.435e+03 1.312e+03 8.840e+02 1.043e+03
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.900e+01 0.000e+00 0.000e+00
 0.000e+00 1.449e+03 6.400e+01 4.400e+01 3.000e+00 7.127e+03 2.420e+02
 3.990e+02 2.000e+01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.970e+02
 7.600e+01 5.000e+01 7.000e+00 1.500e+01 0.000e+00 0.000e+00 2.307e+03
 3.720e+02 4.660e+02 5.580e+02 6.990e+02 6.930e+02 5.120e+02 5.280e+02
 4.300e+01 1.000e+00 1.000e+00 0.000e+00 4.100e+01 0.000e+00 1.000e+00
 0.000e+00 2.400e+02 3.000e+00 1.000e+01 0.000e+00 7.590e+02 5.000e+00
 2.100e+01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.187e+03
 3.160e+02 1.150e+02 2.500e+01 9.700e+01 1.000e+00 6.000e+00 1.048e+03
 2.300e+01 6.300e+01 1.150e+02 1.730e+02 2.260e+02 2.350e+02 2.120e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.603e+03
 1.900e+01 3.900e+01 8.000e+00 8.500e+01 1.000e+00 3.000e+00 0.000e+00]"
61,15165,globe thistle,"[1.644e+03 2.519e+03 1.173e+03 5.570e+02 5.270e+02 6.150e+02 2.098e+03
 1.080e+02 0.000e+00 1.100e+01 0.000e+00 6.531e+03 1.000e+01 1.820e+02
 0.000e+00 4.220e+02 2.000e+00 2.200e+01 0.000e+00 1.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.583e+03
 2.424e+03 4.300e+01 4.100e+01 0.000e+00 0.000e+00 0.000e+00 2.080e+03
 1.940e+02 1.024e+03 1.008e+03 8.700e+02 9.010e+02 8.520e+02 1.340e+03
 2.000e+00 0.000e+00 0.000e+00 0.000e+00 1.110e+02 0.000e+00 4.000e+00
 0.000e+00 4.000e+00 0.000e+00 0.000e+00 0.000e+00 5.600e+01 2.000e+00
 4.000e+00 0.000e+00 2.300e+01 1.000e+00 5.000e+00 0.000e+00 3.515e+03
 2.518e+03 8.000e+01 2.700e+01 0.000e+00 0.000e+00 0.000e+00 1.098e+03
 2.390e+02 2.280e+02 1.700e+02 6.800e+01 5.400e+01 4.100e+01 3.400e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.100e+01 0.000e+00
 1.000e+00 0.000e+00 3.100e+01 0.000e+00 3.000e+00 0.000e+00 1.983e+03
 4.780e+02 3.800e+01 7.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00]"
62,15421,globe thistle,"[5.100e+01 1.700e+02 9.230e+02 6.550e+02 6.190e+02 1.304e+03 1.740e+02
 8.960e+02 0.000e+00 4.700e+01 0.000e+00 7.430e+02 8.000e+00 2.020e+02
 0.000e+00 3.440e+02 8.000e+00 2.700e+01 2.000e+00 3.980e+02 4.000e+00
 4.870e+02 5.000e+00 6.620e+02 7.000e+00 9.700e+02 2.000e+00 4.756e+03
 2.497e+03 5.430e+02 1.000e+01 1.800e+01 0.000e+00 0.000e+00 2.511e+03
 1.400e+01 4.000e+01 1.730e+02 1.630e+02 1.650e+02 1.180e+02 1.200e+01
 1.300e+01 0.000e+00 1.000e+00 0.000e+00 1.600e+01 0.000e+00 5.000e+00
 0.000e+00 3.000e+01 0.000e+00 1.000e+00 0.000e+00 2.200e+01 4.000e+00
 1.000e+00 0.000e+00 1.760e+02 8.000e+00 3.000e+00 1.000e+00 4.885e+03
 1.397e+03 1.206e+03 2.700e+01 0.000e+00 0.000e+00 0.000e+00 1.055e+03
 3.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 5.300e+01 4.000e+00 1.000e+00 0.000e+00 1.559e+03
 2.470e+02 3.790e+02 1.200e+01 0.000e+00 0.000e+00 0.000e+00 0.000e+00]"
63,16343,globe thistle,"[1.890e+02 2.540e+02 2.260e+02 2.300e+02 2.130e+02 2.370e+02 1.238e+03
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 3.340e+02 5.200e+01 2.170e+02 4.000e+00 1.203e+03 4.500e+01
 7.900e+02 1.000e+00 1.060e+02 1.000e+00 4.000e+00 0.000e+00 3.415e+03
 2.290e+03 9.200e+01 4.000e+01 0.000e+00 0.000e+00 0.000e+00 1.841e+03
 3.700e+01 4.800e+01 2.400e+01 2.400e+01 2.100e+01 2.200e+01 3.200e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.676e+03
 9.240e+02 4.990e+02 2.200e+01 0.000e+00 0.000e+00 0.000e+00 7.470e+02
 1.000e+00 5.000e+00 4.000e+00 1.100e+01 7.000e+00 8.000e+00 6.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.462e+03
 1.820e+02 2.510e+02 1.000e+01 0.000e+00 0.000e+00 0.000e+00 0.000e+00]"
64,12769,iris,"[4.1000e+01 9.0000e+00 5.0000e+00 9.0000e+00 4.2000e+01 2.3000e+01
 1.5158e+04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.0000e+00
 0.0000e+00 1.3500e+02 1.0000e+00 6.3000e+01 7.0000e+00 4.5600e+02
 7.0000e+00 2.0400e+02 4.6000e+01 1.4110e+03 2.7000e+01 4.2000e+01
 0.0000e+00 0.0000e+00 0.0000e+00 5.3600e+02 3.6300e+02 2.9300e+02
 3.3000e+02 0.0000e+00 0.0000e+00 0.0000e+00 1.6070e+03 4.1000e+01
 2.6000e+01 2.2000e+01 1.2000e+01 1.2000e+01 1.1000e+01 8.3620e+03
 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 1.7500e+02 9.0000e+00 1.2100e+02 6.0000e+00
 4.9000e+01 1.0000e+00 3.6000e+01 6.0000e+00 2.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 6.3300e+02 6.8100e+02 4.5700e+02 9.5900e+02
 2.0000e+00 0.0000e+00 0.0000e+00 5.3000e+02 1.8000e+01 1.3000e+01
 9.0000e+00 2.1000e+01 2.0000e+01 3.0000e+01 1.8110e+03 5.0000e+00
 0.0000e+00 0.0000e+00 0.0000e+00 3.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 5.9000e+01 5.2000e+01 1.1500e+02 7.2000e+01 2.8000e+01
 2.0000e+01 2.0000e+00 3.0000e+00 2.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 5.2600e+02 4.6800e+02 3.9400e+02 9.9000e+01 2.1000e+01
 1.0000e+00 0.0000e+00 0.0000e+00]"
65,12920,iris,"[2.890e+02 8.190e+02 1.418e+03 1.196e+03 1.003e+03 4.500e+02 2.140e+02
 3.800e+02 8.000e+00 1.400e+01 0.000e+00 4.030e+02 2.800e+01 2.300e+01
 1.000e+00 1.730e+02 4.400e+01 1.000e+01 2.000e+00 2.000e+02 4.600e+01
 9.000e+00 0.000e+00 1.400e+01 0.000e+00 0.000e+00 0.000e+00 1.727e+03
 4.050e+03 4.900e+01 1.200e+01 2.250e+02 7.100e+01 9.000e+00 1.783e+03
 4.400e+01 3.390e+02 7.450e+02 4.580e+02 3.510e+02 5.400e+01 2.800e+01
 1.200e+02 6.000e+00 3.000e+00 0.000e+00 7.400e+01 6.400e+01 8.000e+00
 8.000e+00 2.200e+01 2.000e+00 0.000e+00 0.000e+00 7.000e+00 0.000e+00
 1.000e+00 0.000e+00 4.100e+01 0.000e+00 1.000e+00 0.000e+00 1.211e+03
 2.383e+03 4.970e+02 8.660e+02 3.850e+02 2.000e+00 5.000e+00 7.340e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.100e+01 2.500e+01 7.200e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.830e+02
 1.311e+03 5.830e+02 1.700e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00]"
